it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc
0,Petrol,Sedan,"53,464",Automatic,1,1st Owner,Honda,Honda City,2016,1214,i VTEC CVT SV,₹ 6.61 Lakh,₹ 6.74 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"43,216",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2016,1552,Magna,₹ 3.98 Lakh,₹ 4.02 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Tata,Tata Safari Storme,2014,2876,EX,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Cng,Hatchback,"16,372",Manual,1,1st Owner,Tata,Tata Tiago,2022,8725,XZ Plus CNG BSVI,₹ 7 Lakh,₹ 7.21 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"14,515",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5602,1.2 Kappa Magna BSIV,₹ 4.57 Lakh,₹ 4.62 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"30,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2019,6673,VTVT 1.6 AT SX Plus,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"85,617",Manual,1,1st Owner,Maruti,Maruti Swift,2012,4202,VXI,₹ 2.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Automatic,1,1st Owner,MG,MG Gloster,2021,8093,Savvy 6-Str,₹ 34.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"76,605",Manual,1,1st Owner,Maruti,Maruti Wagon R,2010,4350,VXI BS IV,₹ 1.96 Lakh,₹ 1.98 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Manual,2,2nd Owner,Kia,Kia Seltos,2021,7105,HTK G,₹ 9.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"10,000",Manual,1,1st Owner,Kia,Kia Sonet,2022,8004,HTK Plus Turbo iMT BSVI,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"70,000",Manual,1,1st Owner,Chevrolet,Chevrolet Beat,2015,452,Diesel PS,₹ 1.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Hatchback,"80,000",Manual,3,3rd Owner,Hyundai,Hyundai Grand i10,2017,5597,1.2 CRDi Magna,₹ 3.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"4,900",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2023,8076,LX 4-Str Hard Top Diesel AT BSVI,₹ 18.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"55,000",Manual,1,1st Owner,Maruti,Maruti Swift,2017,4168,LXI Option,₹ 4.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Manual,2,2nd Owner,Kia,Kia Seltos,2021,7105,HTK G,₹ 9.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"35,000",Automatic,0,0th Owner,Land Rover,Land Rover Range Rover Sport,2018,4908,HSE,₹ 1.03 Crore,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"22,000",Automatic,2,2nd Owner,Mini,Mini Cooper,2014,5179,S,₹ 20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"45,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio Classic,2022,9260,S 11 BSVI,₹ 17.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"26,000",Automatic,1,1st Owner,Honda,Honda Amaze,2019,6421,V CVT Petrol BSIV,₹ 7.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"21,387",Manual,1,1st Owner,Maruti,Maruti Alto 800,2018,7073,LXI,₹ 3.08 Lakh,₹ 3.26 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"64,568",Manual,1,1st Owner,Maruti,Maruti Swift,2018,10403,VXI,₹ 5.09 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"25,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2022,8611,1.0 TSI Topline AT BSVI,₹ 17.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"73,568",Manual,1,1st Owner,Maruti,Maruti Swift,2012,10403,VXI,₹ 3.05 Lakh,₹ 3.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"87,755",Manual,1,1st Owner,Maruti,Maruti Swift,2014,6242,VVT VXI,₹ 3.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"34,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2021,7320,2.0 Longitude AT,₹ 19.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"25,319",Automatic,1,1st Owner,Hyundai,Hyundai i20 N Line,2021,8584,N8 DCT BSVI,₹ 9.01 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"11,000",Manual,1,1st Owner,Mahindra,Mahindra Thar,2022,7960,LX 4-Str Hard Top BSVI,₹ 15.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"23,051",Automatic,1,1st Owner,Maruti,Maruti Ignis,2020,5555,1.2 AMT Zeta BSIV,₹ 6.51 Lakh,₹ 6.70 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"4,200",Automatic,1,1st Owner,MG,MG Hector,2021,8343,Sharp CVT,₹ 19 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Maruti,Maruti Swift,2012,4202,VXI,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Santro,2021,7457,Magna,₹ 5.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,MUV,"70,123",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2018,7306,2.4 G MT 8 STR,₹ 15.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"71,156",Automatic,1,1st Owner,Honda,Honda City,2016,1217,i VTEC CVT VX,₹ 7.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"10,000",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2021,7092,AMT Sportz,₹ 7.01 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,MUV,"80,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2015,4050,VDI,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Cng,Hatchback,"70,000",Manual,2,2nd Owner,Maruti,Maruti Celerio Tour 2018-2021,2019,8877,H2 CNG,₹ 4.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Fiat,Fiat Linea,2009,762,Active,₹ 1.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"36,000",Automatic,1,1st Owner,Honda,Honda Brio,2017,5455,1.2 VX AT,₹ 4.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,3,3rd Owner,Renault,Renault KWID,2017,5094,RXT,₹ 2.05 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"30,211",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2022,8388,W6 Diesel Sunroof BSVI,₹ 10.13 Lakh,₹ 10.33 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"16,291",Automatic,1,1st Owner,Mahindra,Mahindra XUV700,2022,8626,AX7 Diesel AT Luxury Pack BSVI,₹ 27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Honda,Honda Amaze,2019,6423,VX Petrol BSIV,₹ 6.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"72,368",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 4.33 Lakh,₹ 4.37 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"51,260",Manual,2,2nd Owner,Honda,Honda WR-V,2018,5669,i-DTEC S,₹ 6.07 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Honda,Honda Brio,2013,1203,S MT,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"79,166",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5701,1.2 Asta Option,₹ 5.64 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,20,000",Automatic,2,2nd Owner,BMW,BMW 3 Series GT,2016,6631,Luxury Line,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"10,512",Manual,1,1st Owner,Datsun,Datsun GO Plus,2021,7855,T Option,₹ 5.24 Lakh,₹ 5.41 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,10,000",Automatic,2,2nd Owner,BMW,BMW 3 Series GT,2016,6631,Luxury Line,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Honda,Honda Jazz,2015,1339,1.2 V i VTEC,₹ 3.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,5362,1.6 VTVT E Plus,₹ 6.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Tata,Tata Altroz,2021,7250,XT BSVI,₹ 7.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,00,000",Manual,1,1st Owner,Ford,Ford Ecosport,2017,6093,1.5 Diesel Titanium BSIV,₹ 5.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2014,1504,D Lite Plus,₹ 2.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"74,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2018,6884,1.4 EX Diesel,₹ 9.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"60,000",Manual,1,1st Owner,Ford,Ford Aspire,2015,1052,1.5 TDCi Trend,₹ 3.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Tata,Tata Harrier,2019,6711,XZ BSIV,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"9,545",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1578,Magna 1.2 iTech SE,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2022,8074,LX 4-Str Hard Top AT BSVI,₹ 17.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"36,002",Manual,1,1st Owner,Ford,Ford Ecosport,2018,6087,1.5 Petrol Titanium BSIV,₹ 7.91 Lakh,₹ 8.06 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"30,854",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2021,6782,Zeta CVT,₹ 7.79 Lakh,₹ 8.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"45,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2018,5828,VDI,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"52,654",Manual,1,1st Owner,Maruti,Maruti Swift,2019,10402,LXI,₹ 4.82 Lakh,₹ 4.87 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Cng,Hatchback,"34,151",Manual,1,1st Owner,Hyundai,Hyundai Santro,2019,6672,Sportz CNG BSIV,₹ 5.62 Lakh,₹ 5.78 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"29,000",Manual,1,1st Owner,Renault,Renault KWID,2017,8976,1.0 RXT,₹ 3.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"31,873",Manual,1,1st Owner,Honda,Honda City,2019,5628,i-VTEC VX,₹ 8.92 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"24,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2015,1775,1.6 SX VTVT,₹ 5.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"52,129",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3970,1.2 Alpha,₹ 5.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"82,000",Manual,2,2nd Owner,Honda,Honda City,2009,1245,1.5 S MT,₹ 2.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"64,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2015,4005,VXi Plus,₹ 5.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"75,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GL-Class,2016,4634,350 CDI Blue Efficiency,₹ 38.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,MUV,"50,000",Manual,1,1st Owner,Renault,Renault Triber,2020,7124,RXL BSIV,₹ 5.86 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"63,000",Automatic,1,1st Owner,BMW,BMW X1,2018,338,sDrive 20d xLine,₹ 20.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"63,000",Automatic,1,1st Owner,Maruti,Maruti Celerio,2014,3982,VXI AT,₹ 3.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"79,000",Manual,1,1st Owner,Tata,Tata Safari Storme,2014,2876,EX,₹ 5.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"64,000",Manual,1,1st Owner,Honda,Honda Brio,2012,1188,S MT,₹ 2.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"16,000",Automatic,1,1st Owner,Mahindra,Mahindra XUV700,2022,8638,AX7 Diesel AT Luxury Pack AWD BSVI,₹ 27.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"50,236",Automatic,1,1st Owner,Lexus,Lexus ES,2019,9399,300h Luxury,₹ 49.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"28,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2017,5843,Expression E 220 d BSIV,₹ 39.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"6,624",Manual,1,1st Owner,Renault,Renault KWID,2022,8911,CLIMBER BSVI,₹ 4.89 Lakh,₹ 5.09 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"48,077",Manual,2,2nd Owner,Honda,Honda Amaze,2013,1167,EX i-Vtech,₹ 3.26 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"36,000",Automatic,1,1st Owner,Audi,Audi A4,2016,5705,35 TDI Premium Plus,₹ 15.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"71,355",Manual,1,1st Owner,Hyundai,Hyundai i20,2016,1482,Asta 1.2,₹ 5.47 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"76,282",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2019,7092,AMT Sportz,₹ 6.14 Lakh,₹ 6.51 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"40,000",Automatic,2,2nd Owner,Jaguar,Jaguar XJ,2018,5015,3.0L Portfolio,₹ 53 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"25,091",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,₹ 4.45 Lakh,₹ 4.51 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"80,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz CLA,2018,4549,200 CDI Sport,₹ 22 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"42,857",Manual,1,1st Owner,Hyundai,Hyundai i10,2013,1563,Asta,₹ 2.85 Lakh,₹ 3.12 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2017,3759,mHAWK100 T8,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"96,000",Automatic,1,1st Owner,BMW,BMW 5 Series,2016,5871,520d Luxury Line,₹ 23.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"66,999",Automatic,1,1st Owner,MG,MG Hector,2021,8258,Sharp DCT,₹ 16.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"69,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Polo,2021,7126,GT TSI BSIV,₹ 8.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"33,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz CLA,2018,4549,200 CDI Sport,₹ 28.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"65,000",Automatic,1,1st Owner,Toyota,Toyota Corolla Altis,2014,2140,VL AT,₹ 6.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"49,000",Automatic,1,1st Owner,Maruti,Maruti Baleno,2018,5920,1.2 CVT Alpha,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Convertibles,"80,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz E-Class,2010,4603,E350 Cabriolet,₹ 7.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,MUV,"88,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2014,2291,2.5 Z Diesel 7 Seater,₹ 9.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"74,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"23,000",Automatic,1,1st Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"32,192",Manual,1,1st Owner,Maruti,Maruti Alto K10,2015,10332,VXI,₹ 2.53 Lakh,₹ 2.63 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"53,930",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2017,10244,VXI,₹ 4.96 Lakh,₹ 5.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,SUV,"70,000",Manual,2,2nd Owner,Ford,Ford Ecosport,2017,6087,1.5 Petrol Titanium BSIV,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Sedan,"47,121",Manual,2,2nd Owner,Honda,Honda City,2015,1275,i VTEC SV,₹ 5.54 Lakh,₹ 5.70 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,SUV,"65,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2014,2252,4x2 AT,₹ 14.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"39,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,5696,1.2 Era,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Cng,SUV,"20,000",Manual,1,1st Owner,Maruti,Maruti Grand Vitara,2023,10516,Delta CNG,₹ 14.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2016,1876,1.1 CRDi SX Option,₹ 3.77 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
0,Petrol,Hatchback,"1,10,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2009,4341,VXI Minor,₹ 1 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days
